"dataEmissao","tipoDespesa","valorLiq"
"29/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",75500
"30/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",90600
"31/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",19376
"03/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",21500
"04/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",219478.48
"05/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",50600
"06/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",15595
"07/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",13450
"08/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",10500
"09/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",250
"10/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",9890
"11/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",56206
"12/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4300
"13/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",9065.11
"14/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6980
"15/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",27217.07
"17/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",51.8
"18/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",13550
"19/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",11000
"20/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",71780
"21/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",31000
"22/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12000
"23/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4000
"25/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",53600
"26/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",69600.12
"27/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",76267
"28/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",80531.02
"29/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",111500
"31/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",15000
"01/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",232690
"02/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",169490
"03/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",86573.53
"04/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100034.95
"05/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",20415.81
"10/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",14325
"11/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",17804
"12/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",37439
"13/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100
"15/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",83014
"16/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",48041.8
"17/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",168600
"18/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",130700
"19/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",81630
"22/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",94500
"23/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100080
"24/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",153950
"25/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",105778
"26/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",47800
"29/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",228393.33
"29/02","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",17000
"01/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",258728.9
"01/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12000
"02/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",111961.2
"03/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",60483
"04/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",94214.01
"05/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",50
"06/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6367
"06/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",5960
"07/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",39273
"08/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",39426.8
"09/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",48526
"10/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",92350
"11/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",59326
"14/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",21900
"14/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",404
"15/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",92850
"16/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",118157.8
"17/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",14185
"17/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",17500
"18/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",36925
"19/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",29000
"20/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6000
"21/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",57380
"22/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",89800
"23/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",13971.41
"24/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",20000
"25/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",7900
"27/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12000
"28/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",72182
"29/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",104900
"30/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",92670
"31/03","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",174400
"01/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",259442
"02/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12000
"04/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",133002
"05/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",227177.46
"06/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",87713.44
"07/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",99761
"08/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",29200
"10/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",17300
"11/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",37500
"12/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",54795
"13/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",43079
"14/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",34588
"15/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",42050
"18/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",61914
"19/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",36565
"20/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",78751
"22/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",43965.3
"25/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",179111.93
"26/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41754
"27/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",71777.5
"28/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",128811.24
"29/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",112800
"30/04","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6000
"01/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",7000
"02/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",438673
"03/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",156167.76
"04/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",66269
"05/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",139937.94
"06/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",24750
"09/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",89980
"10/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",46430
"11/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",23525
"12/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",69560
"13/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",48285.33
"14/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",10000
"16/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",122930
"17/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",55380
"18/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",50760.3
"19/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",45585
"20/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",37475
"23/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",140643.93
"24/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",116934
"25/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",53790.8
"27/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",104.03
"28/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",5500
"30/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",88600
"31/05","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",138632.82
"01/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",379917.44
"02/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",118764
"03/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",61563.26
"06/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",104130
"07/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",90561.7
"08/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100275.04
"09/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",50121
"10/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",32300
"13/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",82798
"14/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",140530
"15/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",86447
"16/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",93500
"17/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",39069
"20/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",180394.3
"21/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",42030
"22/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",102128.6
"23/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",54095
"24/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",10600
"27/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",99999.95
"28/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",92080
"29/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100680
"30/06","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",108200
"01/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",171119
"02/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",3500
"03/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",22000
"04/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",223109.3
"05/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",146491.7
"06/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",277189
"07/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41254
"08/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",72800
"10/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",7930.3
"11/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",114439
"12/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",55123.5
"13/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",55260.45
"14/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",43269.44
"15/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",58000
"18/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",148000
"19/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",52894
"20/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",15750
"21/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",28592.94
"22/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",24100
"24/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",19000
"25/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",30570
"26/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",32220.5
"27/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",15160
"28/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",125541.8
"29/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",81430
"30/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",21500
"31/07","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",26000
"01/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",225260.45
"02/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",275326.33
"03/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",80681.7
"04/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",61900
"05/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41200
"08/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",115740
"09/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41480
"10/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",49900
"11/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",24004.44
"12/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",42453.6
"13/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4758
"15/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",57550
"16/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",129419
"17/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",75520.05
"18/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",27530.3
"19/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",11869.01
"22/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",58975
"23/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",42128.45
"24/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",49500
"25/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",72780
"26/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",40210.03
"28/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",1000
"29/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",86650
"30/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",139684.97
"31/08","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",88320
"01/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",281849
"02/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",122710.45
"03/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",10000
"05/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",131131.7
"06/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",74340
"08/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",37000
"09/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",45198
"10/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",7900
"11/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",11358
"12/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",134293
"13/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",203760
"14/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",28500
"15/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",58800
"16/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",45500
"18/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4000
"19/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",51000.01
"20/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",126200
"21/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",34000
"22/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",61400
"23/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",23500
"26/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",9810.3
"27/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",59000
"28/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",27660
"29/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",46000
"30/09","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",83950
"01/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",34700
"02/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",5339
"03/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",323311.45
"04/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",171012
"05/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",95080
"06/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",60938.8
"07/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",38700
"09/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",15000
"10/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",85454
"11/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",82790.61
"13/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12100
"14/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",37793.22
"15/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6000
"17/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",139303
"18/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",106000
"19/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",52080.3
"20/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",69760
"21/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",12120
"23/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",3000
"24/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",146250
"25/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",102800.04
"26/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",121100
"27/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",44833.01
"28/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",49000
"30/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",3500
"31/10","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",154582
"01/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",257630.81
"02/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",894
"03/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",190166
"04/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",121696
"06/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",23000
"07/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",124781.45
"08/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",69500
"09/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",76230
"10/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",88850
"14/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",90620.97
"16/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",157800
"17/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",84206.85
"18/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41000
"19/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",35000
"20/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4500
"21/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",134066
"22/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",163120
"23/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",171000
"24/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",33409.31
"25/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",90300
"28/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",178155
"29/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",135170
"30/11","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",105440
"01/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",301168.75
"02/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",100186
"05/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",151666.61
"06/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",115635
"07/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",70258.76
"08/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",81751.7
"09/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",86585
"10/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",826.8
"12/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",97923.54
"13/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",185573.81
"14/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",117723.86
"15/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",140219
"16/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",149620
"17/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",220.01
"18/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",6000
"19/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",84770
"20/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",212940
"21/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",193498
"22/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",20325
"23/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",169708
"26/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",33000
"27/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",30300
"28/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",49906.6
"29/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",139877.5
"30/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",51413.01
"31/12","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",9735.24
"01/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",5000
"02/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",155505.05
"03/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",34800
"04/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",48407.21
"05/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",118451
"06/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",31700
"09/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",150800
"10/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",49400
"11/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",41940.7
"12/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",22100
"16/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",30443
"17/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",99950.04
"18/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",22200
"19/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",20000
"20/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",20743.83
"21/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",4501.48
"23/01","CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",85699.97
